PO,Debit Amount,Count
PO59325,3580,1
PO59330,1926,1
PO59331,1984.94,1
PO59332,0,1
PO59333,3244.8,1
PO59379,24000,1
PO59380,17354.64,1
PO59381,5400,1
PO59383,24645,1
PO59385,17820,1
PO59386,65940,1
PO59387,42728,1
PO59389,55016,1
PO59391,3864.96,1
PO59392,15774.48,1
PO59393,17260,1
PO59396,7704.88,1
PO59399,9934.633,1
PO59415,8970,1
PO59427,17715,1
PO59428,9176.292,1
PO59429,14011.2,1
PO59430,0,1
PO59431,1500,1
PO59433,675,1
PO59434,4950,1
PO59435,4623.43,1
PO59443,66764.099,1
PO59444,4950,1
PO59445,5862.28,1
PO59446,9386.31,1
PO59506,14459.232,1
PO59507,111358.771,1
PO59508,39161.302,1
PO59513,6528.39,1
PO59514,6391.784,1
PO59516,16349.538,1
PO59517,1234.713,1
PO59518,7454.95,1
PO59524,365084.065,1
PO59526,17139.36,1
PO59529,16992,1
PO59531,6068,1
PO59532,63460.84,1
PO59533,1760.461,1
PO59578,689715,1
PO59580,659016,1
PO59588,4368.72,1
PO59590,5584.662,1
PO59593,39981,1
PO59601,1278990,1
PO59602,84189,1
PO59605,65450.923,1
PO59606,8000,1
PO59607,17380,1
PO59608,8069.12,1
PO59610,45175.64,1
PO59611,2970,1
PO59613,16533.452,1
PO59614,17436.32,1
PO59615,22240,1
PO59616,59122,1
PO59617,24832,1
PO59619,55700.96,1
PO59620,14115,1
PO59621,4075.448,1
PO59622,64977.5,1
PO59623,108029,1
PO59624,15227.105,1
PO59627,18663.88,1
PO59629,13770,1
PO59631,22941.6,1
PO59635,12848.454,1
PO59637,15500,1
PO59639,1800,1
PO59640,165617.5,1
PO59641,22115.64,1
PO59642,66628.74,1
PO59643,26020.8,1
PO59644,8682.12,1
PO59645,42775.24,1
PO59646,14805,1
PO59647,27437.4,1
PO59648,3584,1
PO59650,13405.501,1
PO59651,18363.793,1
PO59652,7622.8,1
PO59653,3864.96,1
PO59654,42861,1
PO59655,4455.36,1
PO59656,25068.811,1
PO59657,8598.466,1
PO59658,43875.6,1
PO59659,135010.24,1
PO59661,11000,1
PO59662,114,1
PO59663,7200,1
PO59666,66066.84,1
PO59667,6297.48,1
PO59668,45055.4,1
PO59669,40824,1
PO59670,5747.04,1
PO59671,8944,1
PO59672,8670,1
PO59674,14328.641,1
PO59675,7998.48,1
PO59676,45675,1
PO59677,7169,1
PO59678,535.2,1
PO59680,76826.8,1
PO59681,11607.12,1
PO59683,8700,1
PO59684,11338.407,1
PO59685,420,1
PO59686,6562.597,1
PO59688,10866.8,1
PO59693,3258.5,1
PO59695,14154.023,1
PO59696,7964.141,1
PO59698,2839.272,1
PO59699,160608.08,1
PO59700,5491.2,1
PO59701,16240.492,1
PO59702,14280,1
PO59703,13622.975,1
PO59704,10382.4,1
PO59705,10430,1
PO59706,50740,1
PO59707,4425,1
PO59708,22168.9,1
PO59709,29387,1
PO59710,1290.24,1
PO59711,17608,1
PO59712,4740,1
PO59713,509.4,1
PO59714,14.17,1
PO59715,3216,1
PO59716,24385.32,1
PO59717,238118.4,1
PO59718,3689.28,1
PO59719,12474,1
PO59720,63594.87,1
PO59721,7243.345,1
PO59722,61935,1
PO59723,1008.05,1
PO59726,57480.4,1
PO59727,11016,1
PO59729,34014.15,1
PO59731,67249.02,1
PO59732,51704,1
PO59733,35386.3,1
PO59734,841013.4,1
PO59735,353328.2,1
PO59736,13697.1,1
PO59737,41879.96,1
PO59738,282140.69,1
PO59740,3286.8,1
PO59743,91353.6,1
PO59744,2010,1
PO59745,1582.063,1
PO59746,2010,1
PO59747,39270,1
PO59756,4131,1
PO59758,519579.2,1
PO59759,13156.5,1
PO59761,17544,1
PO59762,2056.32,1
PO59763,167448,1
PO59766,12265.091,1
PO59768,28072.8,1
PO59770,7668,1
PO59773,359216,1
PO59775,24878.16,1
PO59776,14238,1
PO59777,14025,1
PO59779,9525.572,1
PO59783,1148,1
PO59784,7128,1
PO59785,27600,1
PO59786,787.5,1
PO59787,3400,1
PO59791,4309.2,1
PO59792,17948.7,1
PO59793,18855.2,1
PO59794,1441.44,1
PO59801,4185.411,1
PO59805,177270.96,1
PO59806,9625,1
PO59807,31500,1
PO59808,45648.32,1
PO59820,1514.1,1
PO59822,32119.677,1
PO59824,3979.05,1
PO59825,96412,1
PO59828,159148.02,1
PO59833,5479.672,1
PO59837,9838.08,1
PO59843,52760.4,1
PO59846,15565,1
PO59868,2703.273,1
PO59870,647.47,1
PO59889,1680,1
PO59890,4800,1
PO59893,23495.685,1
PO59894,720,1
PO59895,13760,1
PO59900,12540,1
PO59902,2763.68,1
PO59909,41461.725,1
PO59910,15362.4,1
PO59918,334.88,1
PO59922,2326.848,1
PO59923,1979.025,1
PO60,1735,1
PO60023,12094.919,1
PO60026,77748,1
PO60027,1920.24,1
PO60029,3920,1
PO60030,6624,1
PO60031,4308.6,1
PO60034,1239,1
PO60039,5773.128,1
PO60040,12169.2,1
PO60047,62134.54,1
PO60049,6249.6,1
PO60050,29958.8,1
PO60053,466980.8,1
PO60055,16964.8,1
PO60056,6854.4,1
PO60057,8243.575,1
PO60058,7080,1
PO60060,51861.16,1
PO60069,140994.24,1
PO60075,63800,1
PO60077,15630,1
PO60079,19260,1
PO60087,18418.8,1
PO60088,5281.2,1
PO601,2070,1
PO60100,83033.94,1
PO60107,2140,1
PO60108,7231.68,1
PO60112,33327.36,1
PO60115,0,1
PO60117,6101.123,1
PO60118,4041.9,1
PO60121,2049.6,1
PO60123,53418,1
PO60124,15809.64,1
PO60128,7559.967,1
PO60131,225266.94,1
PO60134,25267.2,1
PO60136,10438.076,1
PO60140,81000,1
PO60157,138250,1
PO60158,5866.08,1
PO60160,660,1
PO60161,26180,1
PO60164,137030.4,1
PO60170,3924.333,1
PO60176,44387.2,1
PO60179,355615.14,1
PO60181,37.091,1
PO60182,0,1
PO60183,60443.52,1
PO60189,5708.16,1
PO60190,680.4,1
PO60191,46005.12,1
PO60193,61029.85,1
PO60197,4679.622,1
PO60198,22862.5,1
PO60208,24317.76,1
PO60210,0,1
PO60215,10140,1
PO60229,960,1
PO60247,1945.44,1
PO60250,270,1
PO60255,1239,1
PO60256,1378.148,1
PO60262,8071.385,1
PO60268,12054,1
PO60272,4455.36,1
PO60275,12360,1
PO60297,27765.36,1
PO603,2070,1
PO60305,1344,1
PO60320,56672,1
PO60321,56672,1
PO60340,2386.045,1
PO60353,17140.44,1
PO60372,4414.782,1
PO60397,10400,1
PO60398,12675,1
PO60409,112556.64,1
PO60420,6000,1
PO60449,16300,1
PO60646,2629.77,1
PO60647,3972.7,1
PO60653,52760.4,1
PO60654,41400,1
PO60666,184800,1
PO60669,40723.2,1
PO60670,42000,1
PO60671,16992,1
PO60672,16800.34,1
PO60673,14425,1
PO60674,6850,1
PO60675,5287.59,1
PO60676,8327.5,1
PO60677,4375,1
PO60678,25578.51,1
PO60679,32288.64,1
PO60704,3198.802,1
PO60705,7653.463,1
PO60725,31191.55,1
PO6073,1184,1
PO60755,15198.43,1
PO60756,10522.55,1
PO60769,17069.36,1
PO60770,62599.68,1
PO60772,20069,1
PO60773,21652.52,1
PO60774,34292,1
PO60775,12192,1
PO60776,23161.6,1
PO60777,49422,1
PO60778,6256.56,1
PO60779,5535.75,1
PO60780,15620.88,1
PO60781,0,1
PO60782,4125,1
PO60783,4104,1
PO60784,24500,1
PO60785,12376,1
PO60786,12852,1
PO60787,33462.8,1
PO60789,17858.2,1
PO60790,69450.48,1
PO60794,3950,1
PO60795,4680,1
PO60797,1842.4,1
PO60798,2237.5,1
PO60801,2952,1
PO60802,1935,1
PO60803,8140.8,1
PO60804,0,1
PO60805,5756,1
PO60806,18646,1
PO60809,3985.184,1
PO60815,238525.08,1
PO60816,221661.6,1
PO60817,4500,1
PO60824,0,1
PO60833,930.24,1
PO60834,14077,1
PO60837,201058,1
PO60839,12200,1
PO60840,9772,1
PO60841,17820,1
PO60842,2080,1
PO60843,3112.96,1
PO60844,2600,1
PO60845,10170,1
PO60846,16212.96,1
PO60847,9600,1
PO60849,8040,1
PO60854,19809.9,1
PO60856,12242.48,1
PO60857,15300,1
PO60858,516.6,1
PO60860,218,1
PO60861,278,1
PO60862,17800,1
PO60863,3500,1
PO60864,24000,1
PO60865,23580,1
PO60877,1070,1
PO6088,31200,1
PO6089,97355.1,1
PO60899,72329.04,1
PO6090,26236.9,1
PO60900,96600,1
PO60901,92066.4,1
PO60907,19524.2,1
PO6091,76523.6,1
PO60910,6800,1
PO60911,4842,1
PO60912,98866.26,1
PO60913,5585.892,1
PO60915,2601.535,1
PO60918,1213.591,1
PO60919,17937.947,1
PO6092,108263.04,1
PO60920,3120,1
PO60921,10108.8,1
PO60922,7025.926,1
PO60924,23244.316,1
PO60925,7102.261,1
PO60926,17262.5,1
PO60927,8688.96,1
PO60928,40996.206,1
PO60929,4770,1
PO6093,41485.44,1
PO60930,16885.069,1
PO60931,4320,1
PO60934,60030.07,1
PO60935,463655.7,1
PO60936,13546.77,1
PO60937,9948.5,1
PO6094,79622.92,1
PO60941,2268,1
PO60945,63850.8,1
PO60949,23067.12,1
PO6095,26584,1
PO60950,2055,1
PO60958,27560,1
PO60959,69876.197,1
PO60968,9600,1
PO6098,6016,1
PO6099,39988.023,1
PO60997,9690,1
PO61,4250,1
PO6100,34143,1
PO61001,21427.82,1
PO61002,2626.714,1
PO6102,20732.89,1
PO61130,4640.46,1
PO6116,10627.17,1
PO6117,483709.6,1
PO6118,32555.25,1
PO6119,3264,1
PO61249,518100,1
PO61254,3570,1
PO61256,81043.2,1
PO6132,20974.93,1
PO6133,5648,1
PO61339,12540,1
PO61340,8625,1
PO61341,23990.4,1
PO61342,19432,1
PO61343,8569.976,1
PO61344,3855.591,1
PO61346,23711.4,1
PO61347,40233.96,1
PO61348,28217.44,1
PO61349,4047.96,1
PO61350,89183,1
PO61351,3760.497,1
PO61352,5239.5,1
PO61353,12640.532,1
PO61354,4152,1
PO61355,28377.84,1
PO61357,3144,1
PO61358,13592.88,1
PO61359,15500,1
PO61360,11286.74,1
PO61363,11000,1
PO61364,16801.6,1
PO61365,9575.7,1
PO61366,3692,1
PO61367,48416.24,1
PO61369,1392.616,1
PO61370,354425.5,1
PO61371,69509.44,1
PO61372,10340,1
PO61373,34856.68,1
PO61374,5720,1
PO61375,2244.003,1
PO61376,7091.2,1
PO61377,40324.8,1
PO61378,966,1
PO6138,8853.102,1
PO61383,18305.41,1
PO61384,70205.94,1
PO61385,3047.54,1
PO61387,17466.24,1
PO61388,170013.6,1
PO61389,2067,1
PO61390,4335,1
PO61391,9415,1
PO61392,4009.5,1
PO61393,8424,1
PO61400,0,1
PO61404,90594,1
PO61412,2657.6,1
PO61413,44916,1
PO61416,64960.4,1
PO61417,47808,1
PO61419,16970,1
PO61420,0,1
PO61421,605555.28,1
PO61423,16020,1
PO61427,89344.218,1
PO61430,72000,1
PO61431,18012,1
PO61433,116823.12,1
PO61434,3628.8,1
PO61435,3778.967,1
PO61438,27172.129,1
PO61439,184592.64,1
PO6144,153564.64,1
PO61440,3105,1
PO61441,0,1
PO61442,5616,1
PO61453,7757.75,1
PO61454,359216,1
PO61466,184261.44,1
PO61467,26260,1
PO61470,41137.2,1
PO61473,11530,1
PO61479,12143,1
PO61485,199358.4,1
PO61555,24551.95,1
PO61556,5937.5,1
PO61568,123200,1
PO61574,6345,1
PO61575,88839.36,1
PO61597,5856.48,1
PO61598,19027.53,1
PO61636,859764.28,1
PO61645,21000,1
PO61647,1392.616,1
PO61660,926.4,1
PO61665,2188.32,1
PO61672,52943.07,1
PO61676,22250.59,1
PO61677,576,1
PO61717,1440,1
PO61727,552,1
PO61731,6800,1
PO61734,34138.72,1
PO61834,96600,1
PO61892,61916.6,1
PO61893,1406.7,1
PO61894,4612.5,1
PO61895,10594.606,1
PO61896,6600,1
PO61897,8960,1
PO61898,23603.16,1
PO61899,2288,1
PO61900,6400.8,1
PO61902,26622.8,1
PO61903,15432,1
PO61904,9588,1
PO61905,2250,1
PO61906,20848.5,1
PO61908,41262,1
PO61910,68278.38,1
PO61911,25216.44,1
PO61912,25250.4,1
PO61913,3354,1
PO61914,34435.77,1
PO61915,1476.2,1
PO61916,22240,1
PO61917,6091.6,1
PO61919,22598.88,1
PO61921,124218,1
PO61922,18234.12,1
PO61925,6794.28,1
PO61928,65234,1
PO61929,4661.08,1
PO61930,31027.2,1
PO61931,6566.4,1
PO61933,1856.25,1
PO61934,11550,1
PO61937,51847.08,1
PO61938,10664.64,1
PO61939,32032,1
PO6194,90305.44,1
PO61942,39246.4,1
PO61943,60120,1
PO61945,3286.676,1
PO61946,1923.565,1
PO61947,22899.494,1
PO61948,7070,1
PO61949,0,1
PO61951,10890,1
PO61952,2494.543,1
PO61953,31314.63,1
PO61954,108802.52,1
PO61956,47304,1
PO61958,3580,1
PO61959,24525.12,1
PO61960,4108.32,1
PO61961,2454.937,1
PO61962,2205,1
PO61963,211563.36,1
PO61964,6720.3,1
PO61965,6248.791,1
PO61966,1159.2,1
PO61967,13708.8,1
PO61968,22578,1
PO61969,67679.703,1
PO61970,2862,1
PO61971,12480.24,1
PO61973,6247.5,1
PO61976,17831.04,1
PO61977,7000,1
PO61978,13067.52,1
PO61979,38610,1
PO61980,86342.4,1
PO61981,4056,1
PO61982,17120,1
PO61983,26284.56,1
PO61988,3000,1
PO61989,3641.597,1
PO61990,16473.6,1
PO61993,117342.72,1
PO61996,3616.675,1
PO62,10560,1
PO62006,334.8,1
PO62007,23034.24,1
PO62009,252.8,1
PO62010,10364.8,1
PO62011,732,1
PO62013,23912,1
PO62015,0,1
PO62021,1871.4,1
PO62022,13119,1
PO62023,912,1
PO62025,11145.9,1
PO62026,1814.219,1
PO62027,45801.64,1
PO62029,438.571,1
PO62030,300216.75,1
PO62031,4704,1
PO62032,25246.86,1
PO62034,4202.74,1
PO62035,553.8,1
PO62037,8353.15,1
PO62038,18843.582,1
PO62040,4130,1
PO62041,198392.24,1
PO62042,2021.058,1
PO62043,7685.265,1
PO62045,13222.5,1
PO62047,24330,1
PO62049,55980,1
PO62050,11232,1
PO62051,4497.428,1
PO62052,33612.1,1
PO62053,4092.5,1
PO62054,87955.68,1
PO62055,290847.04,1
PO62056,2400,1
PO62057,6200.68,1
PO62058,8802.518,1
PO62060,47204.56,1
PO62061,708217.08,1
PO62062,3393.008,1
PO62063,134107.04,1
PO62064,540,1
PO62065,96855.51,1
PO62066,1496.714,1
PO62067,5000,1
PO62068,3020,1
PO62069,4508.4,1
PO62071,2896.8,1
PO62072,315,1
PO62073,9072,1
PO62074,4939.2,1
PO62075,4941.614,1
PO62077,33725.14,1
PO62078,2157.12,1
PO62079,6756.255,1
PO62080,2180,1
PO62081,7207.2,1
PO62082,7005.6,1
PO62083,8432.39,1
PO62084,3780,1
PO62085,64567.44,1
PO62086,21885,1
PO62087,6840,1
PO62088,5443.2,1
PO62089,11062.5,1
PO62090,2550.528,1
PO62091,10496.2,1
PO62092,3300,1
PO62093,120835.2,1
PO62094,14805,1
PO62095,4900.963,1
PO62096,16586.68,1
PO62097,9072,1
PO62098,7750,1
PO62099,16890,1
PO62100,152612,1
PO62101,12934,1
PO62102,4770,1
PO62103,16011.63,1
PO62104,2805,1
PO62105,13830,1
PO62107,171864,1
PO62108,27295.2,1
PO62109,32209.92,1
PO62110,5780,1
PO62111,18838.851,1
PO62113,9273.6,1
PO62114,12060.218,1
PO62115,2915.504,1
PO62119,3658.882,1
PO62120,4606.56,1
PO62123,6935.14,1
PO62128,16329.411,1
PO62129,17013.6,1
PO62131,10041,1
PO62132,15460,1
PO62134,43956,1
PO62143,117338.065,1
PO62144,4154.502,1
PO62147,72400,1
PO62154,8293.56,1
PO62156,3807.008,1
PO62157,15080,1
PO62189,146080,1
PO6219,26175.5,1
PO62190,14364,1
PO62191,2240.58,1
PO62193,855872.97,1
PO62195,16072.533,1
PO62197,761886.66,1
PO62198,19634.72,1
PO6220,1230,1
PO62205,37530,1
PO62206,245.05,1
PO62207,77530,1
PO62212,34565,1
PO62226,643.21,1
PO62227,850,1
PO62232,2506.088,1
PO62238,44711.16,1
PO62239,102073.2,1
PO62240,1443.41,1
PO62244,6030,1
PO62246,5760,1
PO62247,0,1
PO62248,7997.58,1
PO62250,15978.165,1
PO62251,933.12,1
PO62259,980.4,1
PO62261,2469.6,1
PO62263,37800,1
PO62264,36900,1
PO62265,5392.8,1
PO6227,22039.52,1
PO62273,3172.787,1
PO62274,1995.891,1
PO62275,3149.214,1
PO62276,292296.98,1
PO62277,134789.2,1
PO62292,527.8,1
PO62300,35052,1
PO62302,11975.04,1
PO62309,31826.08,1
PO62310,21625,1
PO62311,27187.2,1
PO62313,172054.18,1
PO62314,4560,1
PO62315,9147.6,1
PO62316,69710.55,1
PO62317,34893.18,1
PO62318,44328.69,1
PO62320,1090,1
PO62331,5253.216,1
PO62332,14068.8,1
PO62334,8647.5,1
PO62335,15835.56,1
PO62336,7320.08,1
PO62376,33320,1
PO6240,839700,1
PO62417,2615.052,1
PO62470,11500.8,1
PO6251,90613.44,1
PO6252,20137.093,1
PO62523,16154.15,1
PO62524,10494.47,1
PO6253,21928,1
PO62535,2350,1
PO6254,2520,1
PO62550,13860,1
PO6256,29347.2,1
PO6259,4129.2,1
PO62593,28376.44,1
PO62594,11936.5,1
PO62595,11620,1
PO62596,23377.93,1
PO62597,1560,1
PO62598,0,1
PO62599,7536,1
PO62600,48939,1
PO62601,37714.6,1
PO62602,23984.64,1
PO62603,6720,1
PO62604,169708,1
PO62605,5600,1
PO62606,20879,1
PO62607,14750,1
PO62608,15390,1
PO62609,1770,1
PO62610,49495.76,1
PO62611,20986.8,1
PO62613,25871.4,1
PO62614,429382.48,1
PO62615,404078.04,1
PO62617,16096.8,1
PO62618,122178.24,1
PO62619,23732.28,1
PO62620,24434.48,1
PO62621,59304,1
PO62622,12538.56,1
PO62623,25942,1
PO62624,82974.3,1
PO62625,5998.08,1
PO62626,780399.36,1
PO62627,11334.4,1
PO62628,86404,1
PO62629,10752,1
PO62630,18156,1
PO62632,189254.32,1
PO62633,18360,1
PO62635,28944,1
PO62636,4840,1
PO62637,24437.24,1
PO62638,41774.77,1
PO62639,5049,1
PO62641,143467.2,1
PO62642,36895,1
PO62643,51012,1
PO62644,12042,1
PO62645,185838.24,1
PO62646,21180.2,1
PO62647,18936.5,1
PO62648,14748.48,1
PO62650,2950,1
PO62651,2200,1
PO62652,27260,1
PO62660,681489.36,1
PO62661,5392.8,1
PO62664,36687.6,1
PO62665,2835,1
PO62666,1070,1
PO62667,9471,1
PO62668,136697.2,1
PO62670,15432,1
PO62671,6300,1
PO62672,12304,1
PO62674,143000,1
PO62675,28400,1
PO62676,2450,1
PO62677,15302.4,1
PO62678,8470,1
PO62679,3300,1
PO62680,3891.2,1
PO62681,3400,1
PO62682,13242.24,1
PO62683,15100.02,1
PO62684,23152.08,1
PO62685,1856.25,1
PO62686,17400,1
PO62687,1275,1
PO62688,52220,1
PO62690,13620,1
PO62691,75888,1
PO62692,4606.56,1
PO62693,25955.5,1
PO62694,9170,1
PO62695,4402.32,1
PO62696,9900,1
PO62697,42654.24,1
PO62698,24400,1
PO62699,17919.8,1
PO62700,12790.38,1
PO62701,1500,1
PO62702,299131.56,1
PO62704,3276,1
PO62705,27470.2,1
PO62706,692936.58,1
PO62707,22446.06,1
PO62708,16960,1
PO62709,4885.8,1
PO62710,43288.56,1
PO62711,24722.96,1
PO62712,49536.94,1
PO62713,11298.9,1
PO62714,28625.6,1
PO62715,22008.48,1
PO62716,61503.12,1
PO62718,6720.3,1
PO62720,53820,1
PO62721,13366.68,1
PO62723,22530.72,1
PO62724,4188,1
PO62725,26022.6,1
PO62726,38745,1
PO62728,7459.2,1
PO62729,23494.56,1
PO62730,1836,1
PO62731,9630,1
PO62732,1623.04,1
PO62733,15236.8,1
PO62734,36916.2,1
PO62735,63638.44,1
PO62736,13708.8,1
PO62737,14705.7,1
PO62738,10080,1
PO62740,101262.48,1
PO62747,2592,1
PO62755,11200,1
PO62772,10585.73,1
PO62776,4320,1
PO62778,5073.6,1
PO6278,189248.59,1
PO62780,13965.6,1
PO62781,0,1
PO62782,6221.75,1
PO62783,3580,1
PO62785,17360,1
PO6279,75857.6,1
PO62791,55457.6,1
PO62792,37003.36,1
PO62797,38750,1
PO62798,6400.8,1
PO6280,29513.78,1
PO62800,11059.2,1
PO62801,15783.2,1
PO62810,7950,1
PO62812,7511.4,1
PO62813,252.8,1
PO62817,7740,1
PO62823,6300,1
PO62836,1479,1
PO6285,4802.4,1
PO62857,2867.072,1
PO62860,15748.75,1
PO62861,306703.34,1
PO62862,825,1
PO62864,179942.4,1
PO6287,8725,1
PO62875,36115.2,1
PO6288,5481.402,1
PO62880,302776.38,1
PO6289,26735.8,1
PO6290,8840,1
PO6292,13968.96,1
PO62929,3652,1
PO62936,3500,1
PO6294,14136,1
PO6295,33638.6,1
PO62952,11384.97,1
PO62953,114767.983,1
PO62954,28560,1
PO6296,544,1
PO6297,376203.1,1
PO63,1210.5,1
PO63008,0,1
PO63025,469531,1
PO63026,192286.55,1
PO63028,7144,1
PO63029,290630.31,1
PO63030,139953.6,1
PO63031,58435,1
PO63032,29430,1
PO63033,10648,1
PO63035,14847.19,1
PO63037,47888,1
PO63038,350715.544,1
PO63042,13461.6,1
PO63043,46917,1
PO63044,6625,1
PO63045,17907,1
PO63046,27883.92,1
PO63056,794412.81,1
PO63057,16912.8,1
PO63058,8534.32,1
PO63068,182569.08,1
PO63069,104673.6,1
PO63074,32978.52,1
PO63077,8112,1
PO63078,98497.5,1
PO63092,131535.36,1
PO63094,12700,1
PO631,1974854.01,1
PO63100,23614.02,1
PO63119,17748,1
PO63120,11628,1
PO63133,14476.8,1
PO63139,52348.8,1
PO63140,37024,1
PO63143,398062.08,1
PO63168,474,1
PO63172,5490.8,1
PO63173,95607.6,1
PO63184,46998,1
PO63185,624058.92,1
PO63186,16256.88,1
PO63187,2747.79,1
PO63188,13067.23,1
PO63189,9936.5,1
PO63207,41005.44,1
PO63213,0,1
PO63215,7742.24,1
PO63216,15170.4,1
PO6322,2800,1
PO6323,69542,1
PO63232,146080,1
PO63233,23060,1
PO63247,28500,1
PO6327,11820,1
PO63291,33366.59,1
PO63321,6129.626,1
PO63322,17830.8,1
PO63323,30784.8,1
PO63324,149520.477,1
PO63327,726439.68,1
PO63328,187044,1
PO63329,221874.8,1
PO63330,789752.88,1
PO63331,149961.6,1
PO63332,6160.8,1
PO63333,93219.24,1
PO63334,5610,1
PO63335,81960.48,1
PO63338,7000,1
PO63339,230256,1
PO63342,149550,1
PO63343,62013.1,1
PO63344,32617.08,1
PO63345,1990.8,1
PO63346,26999.25,1
PO63347,56350.08,1
PO63348,84000,1
PO63349,345155.4,1
PO63350,276500,1
PO63352,29403.36,1
PO63353,16555.5,1
PO63355,14450,1
PO63356,72406.4,1
PO63358,267690.72,1
PO63359,53381.48,1
PO63360,22300,1
PO63370,6076,1
PO63371,4668.35,1
PO63372,29030.76,1
PO63373,37600,1
PO63374,46005.12,1
PO63375,38164.96,1
PO63378,28529.6,1
PO63389,31400.2,1
PO63408,67330.48,1
PO63409,55442.35,1
PO63429,40935,1
PO63431,169947.85,1
PO63432,76715.75,1
PO63433,5500,1
PO63434,1185880.59,1
PO63435,80879.76,1
PO63437,40811.7,1
PO63438,17511.9,1
PO63439,42623.08,1
PO63464,16684.23,1
PO63466,20711.807,1
PO63471,3890,1
PO63472,62899.2,1
PO63491,520,1
PO63507,3071.52,1
PO63511,14640,1
PO63538,1500,1
PO63551,3101.11,1
PO63556,13500,1
PO63562,154516,1
PO63603,14584.122,1
PO63604,15751.45,1
PO63616,7380,1
PO63621,16000,1
PO63622,34400,1
PO63623,16000,1
PO63624,14658,1
PO63625,10000,1
PO63626,97240.92,1
PO63630,14028.84,1
PO63631,19354.8,1
PO63632,316990.32,1
PO63633,2058015.45,1
PO63634,48455.4,1
PO63635,51233.52,1
PO63636,153707.4,1
PO63637,2310,1
PO63638,16430.04,1
PO63639,313120.32,1
PO63640,139265.28,1
PO63641,22230,1
PO63642,11814,1
PO63643,35600,1
PO63644,227023.2,1
PO63645,71755,1
PO63646,16210.8,1
PO63647,12796.8,1
PO63648,33089.9,1
PO63650,8566.8,1
PO63651,1325,1
PO63652,700000,1
PO63653,9922,1
PO63654,128940.4,1
PO63657,81043.92,1
PO63658,158884,1
PO63659,252330,1
PO63660,40092.5,1
PO63661,12960,1
PO63662,1990.8,1
PO63663,57292.85,1
PO63670,41489.28,1
PO63671,17936.82,1
PO63672,5637.3,1
PO63686,3563.1,1
PO63687,14685,1
PO63691,195389,1
PO63692,147704.64,1
PO63693,7263.66,1
PO63699,44209.2,1
PO63701,14680.44,1
PO63702,103627.2,1
PO63703,16077.6,1
PO63704,101180.88,1
PO63705,52077.06,1
PO63706,6904.75,1
PO63707,24600,1
PO63708,52390,1
PO63709,19740,1
PO63710,6048,1
PO63714,10560,1
PO63720,84016.2,1
PO63721,122522.4,1
PO63722,206339.8,1
PO63740,80029.32,1
PO63741,36582.48,1
PO63744,25999.5,1
PO63745,22800.57,1
PO63746,51710.4,1
PO63747,391462.62,1
PO63748,97588.5,1
PO63749,109771.5,1
PO63750,9285.12,1
PO63751,26979.36,1
PO63752,69040,1
PO63753,32070.8,1
PO63754,18511,1
PO63755,41806.5,1
PO63756,107654.4,1
PO63757,82447.2,1
PO63763,1481.76,1
PO63764,15259.2,1
PO63765,35552,1
PO63766,12420,1
PO63772,76392,1
PO63773,75677,1
PO63774,603,1
PO63775,22680,1
PO63776,8973,1
PO63781,3749.76,1
PO63782,22446,1
PO63783,22827.6,1
PO63784,5521.6,1
PO63820,5744.88,1
PO63821,11955,1
PO63823,2380,1
PO63825,118619,1
PO63826,10756.8,1
PO63827,2863,1
PO63839,169818,1
PO63852,2250,1
PO63853,10281.44,1
PO63872,15531,1
PO63873,7408.8,1
PO63877,6120,1
PO63888,375,1
PO63892,9000,1
PO63898,96600,1
PO63918,7440,1
PO63939,13230,1
PO63940,4081.7,1
PO63991,8800,1
PO63992,21000,1
PO64,14880.6,1
PO64006,90274.8,1
PO64007,236808,1
PO64008,59126,1
PO64009,74212.6,1
PO64010,66522.9,1
PO64011,923090,1
PO64012,60104,1
PO64013,63572,1
PO64015,180578.12,1
PO64017,49261.4,1
PO64019,252626.4,1
PO64021,39917,1
PO64028,548006.85,1
PO64029,900,1
PO64030,49530,1
PO64031,344017.2,1
PO64032,35666.4,1
PO64033,14613.38,1
PO64034,31046.4,1
PO64036,43245,1
PO64037,51096.48,1
PO64038,479820.6,1
PO64039,29116.8,1
PO64040,13154.4,1
PO64041,51166.08,1
PO64042,12435.2,1
PO64044,582501.78,1
PO64045,23506.56,1
PO64046,10296,1
PO64048,16495.12,1
PO64049,362589.66,1
PO64050,74095.368,1
PO64052,75533.24,1
PO64054,5524.48,1
PO64056,2424.24,1
PO64057,41489.28,1
PO64058,79075.192,1
PO64059,44799.46,1
PO64060,29750,1
PO64061,11448.75,1
PO64062,5880,1
PO64063,23060,1
PO64064,10563.34,1
PO64065,8709.8,1
PO64066,56700,1
PO64073,59433.6,1
PO64074,42016,1
PO64075,12206.88,1
PO64077,13716.4,1
PO64079,9922.4,1
PO64080,425217.5,1
PO64081,17976,1
PO64082,2632,1
PO64083,24580,1
PO64084,91962,1
PO64086,71625.8,1
PO64087,7020,1
PO64088,6168.607,1
PO64090,428027.04,1
PO64094,22896,1
PO64095,113554.56,1
PO64096,5280,1
PO64097,275037.84,1
PO64098,5707.5,1
PO64099,8173.44,1
PO64100,15773.04,1
PO64101,32137.6,1
PO64102,22140,1
PO64103,4061.18,1
PO64104,124636.78,1
PO64105,56816,1
PO64108,0,1
