As Of Date,Coordinator,Brand,Whse Internal ID,Warehouse,Seller Account,Amazon Store Name,Supplier,Status,PO #,Memo,Date Entered,ESTIMATED READY DATE,PO Line No.,ASIN,SKU,Assembly SKU,Description,Quantity,Cost in USD,Cost in PO Currency,Currency,Estimated Ready Date / ERD,Early Pickup date,Late Pickup Date,Earliest Delivery Date,LATEST DELIVERY DATE,Quantity Received,Quantity on Inbound Shipments,Supplier Shipping Country Code,Supplier Billing Country Code,Supplier Ship From Country Code (From PO),Closed,Custom Form,XPO Integration Status,Outbound Doc Sent to XPO Connect,Send to XPO Connect,ID,Destination Type,INCOTERM,ARN#,FBA Shipment ID#,3PL FCID#
4/17/2025 19:03,Brian Sang,Gentap,1221,Amazon US,Gentap US,Gentap_US,"iFac (Hangzhou) Intelligent Manufacturing Co., Ltd.",Pending Receipt,PO65725,Nov. Purchasing Instructions Approved 2024,11/25/2024 5:59,,1,B014LEQC98,GTP-APA-SphPro-MultiSize,,"Siphon Pro for Gas, Oil, Water - Multi Size",1560,4.56,4.56,USD,1/4/2025,1/5/2025,1/12/2025,1/13/2025,3/5/2025,0,1560,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,I-CN-00007,AMZ,EXW,359WG6UD,FBA18TLNL5NV,PBI3
4/17/2025 19:03,Brian Sang,Kizen,1221,Amazon US,Kizen US,Kizen_US,"iFac (Hangzhou) Intelligent Manufacturing Co., Ltd.",Pending Bill,PO65723,Nov. Purchasing Instructions Approved 2024,11/25/2024 5:47,,1,B073KYTWGB,KZN-KND-FdThrLCD-JBk,,Waterproof LCD Food Thermometer Jet Black,7800,2.78,2.78,USD,1/14/2025,1/15/2025,1/22/2025,1/23/2025,3/5/2025,7800,7800,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,I-CN-00007,AMZ,FOB,4VBUT8UG,FBA18RRH36PC,ONT6
4/17/2025 19:03,Brian Sang,Power Practical,2037,STORD Reno 1,Power Practical US,Power_Practical_US,"Hzsamko Technologies Co., Ltd.",Pending Receipt,PO65715,Nov. Purchasing Instructions Approved 2024,11/25/2024 5:04,,1,B0CJ5S3HHF,PWP-APA-CRDVCMATCH,,"Cordless Vacuum Cleaner, Type C USB charging with 1 meter cord, 4 attachments including additional HEPA filter. With two speeds of suction forces.",2160,13.08,13.08,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00017,3PL,EXW,,,
4/17/2025 19:03,Brian Sang,RAK Pro Tools,1221,Amazon US,RAK Pro Tools US,RAK_Pro_Tools_US,"Dongtai Langsha Marine Equipment Co.,Ltd",Pending Receipt,PO65713,Nov. Purchasing Instructions Approved 2024,11/25/2024 4:39,,1,B01HRCU3SW,RKP-TOH-MagWrstbnd,,Magnetic Wristband,2850,2.88,2.88,USD,2/13/2025,2/14/2025,2/21/2025,2/22/2025,4/4/2025,0,2850,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,D-CN-00041,AMZ,EXW,84YART6F,FBA18V51F7VG,ONT6
4/17/2025 19:03,Brian Sang,Glow City,1221,Amazon US,Glow City US,Glow_City_US,"A'Striker Enterprise Co., Ltd.",Partially Received,PO65711,Nov. Purchasing Instructions Approved 2024,11/25/2024 3:58,,1,B01H13G0YS,GCY-SPO-LedScrBll-3Red,,LED Soccer Ball Size 3 Red,1040,5.75,5.75,USD,2/20/2025,2/21/2025,2/28/2025,3/1/2025,3/20/2025,1003,1040,TW,TW,TW,NO,Thrasio SC Purchase Order,,,No,A-TW-00003,AMZ,FOB,2V1Q2C2O,FBA18TGLP41Y,ABQ2
4/17/2025 19:03,Brian Sang,Glow City,1221,Amazon US,Glow City US,Glow_City_US,"A'Striker Enterprise Co., Ltd.",Partially Received,PO65711,Nov. Purchasing Instructions Approved 2024,11/25/2024 3:58,,2,B00X78S5AY,GCY-SPO-LedVllybll,,LED Volleyball,1025,4.8,4.8,USD,2/20/2025,2/21/2025,2/28/2025,3/1/2025,3/20/2025,1025,1025,TW,TW,TW,NO,Thrasio SC Purchase Order,,,No,A-TW-00003,AMZ,FOB,2V1Q2C2O,FBA18TGLP41Y,ABQ2
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Zhejiang Detong Intelligent Outdoor Leisure Products Co., Ltd.",Partially Received,PO65707,Nov. Purchasing Instructions Approved 2024,11/25/2024 3:19,,1,B01N1L8SKX,TRB-SPO-TRKPO-BERD,,Trekking poles Beetle Red,3400,8.26,8.26,USD,1/4/2025,1/5/2025,1/12/2025,1/13/2025,3/5/2025,3400,3400,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,Z-CN-00057,AMZ,FOB,6ULJLYOR,FBA18QK5MH68,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Zhejiang Detong Intelligent Outdoor Leisure Products Co., Ltd.",Partially Received,PO65707,Nov. Purchasing Instructions Approved 2024,11/25/2024 3:19,,2,B01MRQCENJ,TRB-SPO-TRKPO-RVBK,,Trekking poles Raven Black,3760,8.26,8.26,USD,1/4/2025,1/5/2025,1/12/2025,1/13/2025,3/5/2025,3487,3760,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,Z-CN-00057,AMZ,FOB,6ULJLYOR,FBA18QK5MH68,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Zhejiang Detong Intelligent Outdoor Leisure Products Co., Ltd.",Partially Received,PO65707,Nov. Purchasing Instructions Approved 2024,11/25/2024 3:19,,3,B01N46UYTL,TRB-SPO-TRKPO-LKBU,,Trekking poles Lake Blue,3320,8.26,8.26,USD,1/4/2025,1/5/2025,1/12/2025,1/13/2025,3/5/2025,3320,3320,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,Z-CN-00057,AMZ,FOB,4C1AGLJH,FBA18T0Q82WL,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Zhejiang Detong Intelligent Outdoor Leisure Products Co., Ltd.",Partially Received,PO65707,Nov. Purchasing Instructions Approved 2024,11/25/2024 3:19,,4,B07CC49R4C,TRB-SPO-TRKPO-AQSK,,Trekking poles Aqua Sky,3640,8.26,8.26,USD,1/4/2025,1/5/2025,1/12/2025,1/13/2025,3/5/2025,3640,3640,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,Z-CN-00057,AMZ,FOB,6ULJLYOR,FBA18QK5MH68,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,1,B09MV65W77,TRB-SPO-AllOneNtPlySt,,Boulder Sports All in One Net Play Set,1542,24.2,24.2,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,1542,1542,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,5BDP215N,FBA18TJ9R88F,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,2,B078ZTYFWY,TRB-SPO-BDNET-17BKY,,Badminton Net 17Ft Black-Yellow,12,14.8,14.8,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,0,12,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,7HFG8D2J,FBA18TJ4RF1B,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,10,B078ZTYFWY,TRB-SPO-BDNET-17BKY,,Badminton Net 17Ft Black-Yellow,3300,14.8,14.8,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,3300,3300,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,7HFG8D2J,FBA18TJ4RF1B,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,11,B078ZTYFWY,TRB-SPO-BDNET-17BKY,,Badminton Net 17Ft Black-Yellow,650,14.8,14.8,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,650,650,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,5BDP215N,FBA18TJ9R88F,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,12,B078ZTYFWY,TRB-SPO-BDNET-17BKY,,Badminton Net 17Ft Black-Yellow,1500,14.8,14.8,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,1489,1500,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,2UDMSY6A,FBA18TJB1K3N,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,3,B078WR6G2V,TRB-SPO-BDNET-14BUR,,Badminton Net 14Ft Blue Red,194,13.3,13.3,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,194,194,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,1DVPQRKK,FBA18THZWK8B,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,13,B078WR6G2V,TRB-SPO-BDNET-14BUR,,Badminton Net 14Ft Blue Red,2423,13.3,13.3,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,1,2423,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,1DVPQRKK,FBA18THZWK8B,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,4,B078WV2RSX,TRB-SPO-BDNET-10BUR,,Badminton Net 10Ft Blue Red,177,11.7,11.7,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,157,177,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,1DVPQRKK,FBA18THZWK8B,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,8,B078WV2RSX,TRB-SPO-BDNET-10BUR,,Badminton Net 10Ft Blue Red,1700,11.7,11.7,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,1700,1700,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,55KW6JDB,FBA18S8178M5,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,5,B078ZWWLYB,TRB-SPO-BdNet-17BuR,,Badminton Net 17Ft Blue Red,442,14.8,14.8,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,442,442,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,2UDMSY6A,FBA18TJB1K3N,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,14,B078ZWWLYB,TRB-SPO-BdNet-17BuR,,Badminton Net 17Ft Blue Red,3300,14.8,14.8,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,3300,3300,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,78YI7OVU,FBA18TJ3Y1LB,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,6,B078WRVG5M,TRB-SPO-BDNET-14BKY,,Badminton Net 14Ft Black Yellow,1401,13.3,13.3,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,1401,1401,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,2UDMSY6A,FBA18TJB1K3N,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,7,B074RFJHB4,TRB-SPO-BDNET-10BKY,,Badminton Net 10Ft Black Yellow,1035,11.7,11.7,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,1035,1035,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,1TS1VN4R,FBA18TJHTM39,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,15,B074RFJHB4,TRB-SPO-BDNET-10BKY,,Badminton Net 10Ft Black Yellow,3450,11.7,11.7,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,3450,3450,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,2LQ19GAN,FBA18TGY5BTS,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,9,B074RFJHB4,TRB-SPO-BDNET-10BKY,,Badminton Net 10Ft Black Yellow,1700,11.7,11.7,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,1700,1700,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,55KW6JDB,FBA18S8178M5,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,16,B078ZWWLYB,TRB-SPO-BdNet-17BuR,,Badminton Net 17Ft Blue Red,50,14.8,14.8,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,49,50,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,2UDMSY6A,FBA18TJB1K3N,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,17,B078WV2RSX,TRB-SPO-BDNET-10BUR,,Badminton Net 10Ft Blue Red,850,11.7,11.7,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,850,850,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,1DVPQRKK,FBA18THZWK8B,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,18,B078ZTYFWY,TRB-SPO-BDNET-17BKY,,Badminton Net 17Ft Black-Yellow,50,14.8,14.8,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,50,50,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,7HFG8D2J,FBA18TJ4RF1B,SBD3
4/17/2025 19:03,Brian Sang,TrailBuddy,1221,Amazon US,Trailbuddy US,Trailbuddy_US,"Jinhua DKS Sports Goods Co., Ltd",Pending Billing/Partially Received,PO65705,Nov. Purchasing Instructions Approved 2024,11/25/2024 2:52,,19,B078ZTYFWY,TRB-SPO-BDNET-17BKY,,Badminton Net 17Ft Black-Yellow,50,14.8,14.8,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/5/2025,2,50,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00003,AMZ,FOB,7HFG8D2J,FBA18TJ4RF1B,SBD3
4/17/2025 19:03,Brian Sang,GearLight,1221,Amazon US,GearLight US,GearLight_US,"SOHOT Electrical Appliances Co., Ltd",Pending Receipt,PO65697,Nov. Purchasing Instructions Approved 2024,11/24/2024 23:13,,1,B072WHQFJ7,GLT-TOH-S1000Flshlgt-2pk,,S1000 LED Tactical Flashlight 2 Pack,17950,3.9,3.9,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/31/2025,0,17950,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,S-CN-00078,AMZ,FOB,5VL95LYB,FBA18TCNVSX8,ONT2
4/17/2025 19:03,Brian Sang,GearLight,1221,Amazon US,GearLight US,GearLight_US,"SOHOT Electrical Appliances Co., Ltd",Pending Receipt,PO65697,Nov. Purchasing Instructions Approved 2024,11/24/2024 23:13,,2,B0B3S8KHW2,GLT-TOH-S1000-XTE-1pk,,GearLight - S1000 Mini Camping Flashlights - V2 - 1 pack,2200,1.99,1.99,USD,1/19/2025,1/20/2025,1/27/2025,1/28/2025,3/31/2025,0,2200,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,S-CN-00078,AMZ,FOB,5VL95LYB,FBA18TCNVSX8,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,1,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2490,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,8PZIEYBE,FBA18PJQCPRL,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,2,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2490,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,6SXJSE1P,FBA18PJV441B,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,3,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2490,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,87XWEX9T,FBA18PJNQ6RG,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,4,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2490,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,74VATN6K,FBA18PKL33BN,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,5,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2490,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,7CAC93LS,FBA18PKKL4BH,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,6,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2142,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2142,2142,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,47RQ3KKG,FBA18PLWQN04,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,7,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2490,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,3GBXLHJH,FBA18PKM84M4,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,8,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2490,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,58K5HOFT,FBA18PKKBVTJ,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,9,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2490,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,5R36NEGB,FBA18PKLM7GJ,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,10,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2490,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,1HH93WLP,FBA18PKKG2X3,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,11,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2490,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,47II2YOW,FBA18PKKNDV9,ONT2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,12,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2490,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,2E3HC46M,STAR-XXQS4JU76FANE,IUSJ
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Bill,PO65693,Nov Purchase Instructions 2024,11/24/2024 14:23,,13,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.85,6.85,USD,12/25/2024,12/26/2024,1/2/2025,1/3/2025,3/2/2025,2490,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,33A9PM1P,STAR-WQXWQ7UYPYDKA,IUSJ
