As Of Date,Coordinator,Brand,Whse Internal ID,Warehouse,Seller Account,Amazon Store Name,Supplier,Status,PO #,Memo,Date Entered,ESTIMATED READY DATE,PO Line No.,ASIN,SKU,Assembly SKU,Description,Quantity,Cost in USD,Cost in PO Currency,Currency,Estimated Ready Date / ERD,Early Pickup date,Late Pickup Date,Earliest Delivery Date,LATEST DELIVERY DATE,Quantity Received,Quantity on Inbound Shipments,Supplier Shipping Country Code,Supplier Billing Country Code,Supplier Ship From Country Code (From PO),Closed,Custom Form,XPO Integration Status,Outbound Doc Sent to XPO Connect,Send to XPO Connect,ID,Destination Type,INCOTERM,ARN#,FBA Shipment ID#,3PL FCID#
4/17/2025 19:03,Elaine Guo,SafeRest,1221,Amazon US,SafeRest US,,"Hangzhou Huayi Home textile Co.,Ltd",Pending Receipt,PO66742,Purchasing order Feb 2025,3/4/2025 23:41,,4,B003PWNGK6,SRT-HOK-TwinXLMatrsPrtct,,SafeRest-Waterproof Twin XL Size Mattress Protector,19968,4.26,4.26,USD,4/18/2025,4/19/2025,4/26/2025,4/27/2025,5/1/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00049,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,SafeRest,1221,Amazon US,SafeRest US,,"Hangzhou Huayi Home textile Co.,Ltd",Pending Receipt,PO66742,Purchasing order Feb 2025,3/4/2025 23:41,,5,B0CFG2QBRX,SRT-HOK-JQMAP-TXL,,SafeRest Jacquard Mattress Protector - Twin XL,1668,5.84,5.84,USD,4/18/2025,4/19/2025,4/26/2025,4/27/2025,5/1/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00049,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,1,B0766NCD3H,HTS-HOK-BmPilCs-KngWhite,,Bamboo Pillow Case King White,520,4.18,4.18,USD,4/18/2025,4/19/2025,4/26/2025,4/27/2025,5/15/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,2,B07Y8TZQ3S,HTS-HOK-BmBdSht-KngLtGreen-18inDP,,Bamboo Bed Sheet King Light Green-18 inch Deep Pocket,504,26.56,26.56,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,3,B072WD91XH,HTS-HOK-BmBdSht-QnSand-18inDP,,Bamboo Bed Sheets Queen Sand-18 inch Deep Pocket,704,21.81,21.81,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,4,B072WSBK4B,HTS-HOK-BmBdSht-KngLtBlue-18inDP,,Bamboo Bed Sheets King Light Blue-18 inch Deep Pocket,576,26.56,26.56,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,5,B01N7LNK4F,HTS-HOK-BmBdSht-TwWhite-18inDP,,Bamboo Bed Sheets Twin White-18 inch Deep Pocket,500,16.26,16.26,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,6,B07Y8TT6S3,HTS-HOK-BmBdSht-KngBurgundy-18inDP,,Bamboo Bed Sheet King Burgundy-18 inch Deep Pocket,504,26.56,26.56,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,7,B072WS9LLH,HTS-HOK-BmBdSht-KngGrey-1,,Bamboo Bed Sheets King Grey-18 inch Deep Pocket,504,26.56,26.56,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,8,B07Y8TTK9B,HTS-HOK-BmBdSht-QnBurgundy-18inDP,,Bamboo Bed Sheets Queen Burgundy-18 inch Deep Pocket,504,21.81,21.81,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,9,B07V49Z6H6,HTS-HOK-BmBdSht-QnLtPink-18inDP,,Bamboo Bed Sheets Queen Light Pink-18 inch Deep Pocket,504,21.81,21.81,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,10,B072WRSZ8Z,HTS-HOK-BmBdSht-QnNvBlue-18inDP,,Bamboo Bed Sheets Queen Navy Blue-18 inch Deep Pocket,504,21.81,21.81,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,11,B07RJBYJ9L,HTS-HOK-BmBdSht-QnBlack-18inDP,,Bamboo Bed Sheets Queen Black-18 inch Deep Pocket,504,21.81,21.81,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,12,B01N9L2O9P,HTS-HOK-BmBdSht-QnWhite-18inDP,,Bamboo Bed Sheets Queen White-18 inch Deep Pocket,1328,21.81,21.81,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,13,B07RH7BYWT,HTS-HOK-BmBdSht-KngBlack-18inDP,,Bamboo Bed Sheet King Black-18 inch Deep Pocket,504,26.56,26.56,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,14,B072WV76WK,HTS-HOK-BmBdSht-QnLtBlue-18inDP,,Bamboo Bed Sheets Queen Light Blue-18 inch Deep Pocket,760,21.81,21.81,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,15,B07Y8VNQ4P,HTS-HOK-BmBdSht-QnLtGreen-18inDP,,Bamboo Bed Sheets Queen Light Green-18 inch Deep Pocket,504,21.81,21.81,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Hotel Sheets Direct,1221,Amazon US,Hotel Sheets US,Hotel_Sheets_Direct_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66741,Purchasing order Feb 2025,3/4/2025 23:33,,16,B07S4DJWXY,HTS-HOK-BmBdSht-FLLtGrey-18inDP,,Bamboo Bed Sheets Full Light Grey-18 inch Deep Pocket,500,20.39,20.39,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66740,Purchasing order Feb 2025,3/4/2025 22:44,,1,B0D9WW2LSS,BKY-HOK-MattPad-Qn,,Beckham Hotel Collection Mattress Pad - Queen,1998,17.29,17.29,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/12/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66740,Purchasing order Feb 2025,3/4/2025 22:44,,2,B0D9WWJ3B3,BKY-HOK-MattPad-Kg,,Beckham Hotel Collection Mattress Pad - King,2498,20.7,20.7,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/12/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66740,Purchasing order Feb 2025,3/4/2025 22:44,,3,B0D9WVL4XG,BKY-HOK-MattPad-CalKg,,Beckham Hotel Collection Mattress Pad - Cal King,502,21.29,21.29,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/12/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66740,Purchasing order Feb 2025,3/4/2025 22:44,,4,B0D9WVTP9Z,BKY-HOK-MattPad-Full,,Beckham Hotel Collection Mattress Pad - Full,1214,15.55,15.55,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/12/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66740,Purchasing order Feb 2025,3/4/2025 22:44,,5,B0D9WVV9K1,BKY-HOK-MattPad-TwinXL,,Beckham Hotel Collection Mattress Pad - Twin XL,500,12.75,12.75,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/12/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66740,Purchasing order Feb 2025,3/4/2025 22:44,,6,B0D9WVKRC7,BKY-HOK-MattPad-Twin,,Beckham Hotel Collection Mattress Pad - Twin,630,12.46,12.46,USD,4/28/2025,4/29/2025,5/6/2025,5/7/2025,5/12/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,1,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2178,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2178,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,3T9VZZDK,FBA18W2CZ435,SBD1
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,2,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,8QDA7O2B,FBA18VNMH9YG,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,3,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,67LHRODN,FBA18VNK3LXZ,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,4,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,3FA3EJFL,FBA18VNM85Z4,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,5,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,6KE9QXYR,FBA18VNLXHKL,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,6,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,5TCPGK2D,FBA18VNQ8QXV,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,7,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,3FEQJ25T,FBA18VPR5JY2,PSC2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,8,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,2VNSW4KZ,FBA18VP52Y2K,PSC2
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,9,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,62OXM5LY,FBA18VS0LFX3,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,10,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,3CG22LRU,FBA18VS47HF3,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,11,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,3YCADQHS,FBA18VS2NGMK,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,12,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,1CJRB1FM,FBA18VS0S7HV,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,13,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,3NZLPCFP,FBA18VS38W5Y,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,14,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,6JCKHC3J,FBA18VS34KR5,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,15,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,2VGL2NBK,FBA18VS2XL8V,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,16,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,1DMBLNUB,FBA18VS4G1JW,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,17,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,6E3MO6IF,FBA18VS2LSGS,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,18,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,6COYVJAW,FBA18VS364CX,LGB8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,19,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,68LPZVOO,FBA18VXK4CJB,ONT8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,20,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,6UNAZPKP,FBA18VXLYWK7,ONT8
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66739,Purchasing order Feb 2025,3/4/2025 22:35,,21,B01LYNW421,BKY-HOK-GPLwQ-2p-3,,Beckham Hotel Collection Down Alternative Bed Pillow Queen Pair - v3 Packaging Update,2490,6.75,6.75,USD,4/3/2025,4/4/2025,4/11/2025,4/12/2025,4/24/2025,0,2490,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,2YOYDF9A,FBA18VZ04SJD,ONT2
